score	text
774	Who is the most impressive guy in a restaurant? The Waiter He just brings so much to the table
773	My son told me I need to quit playing Wonderwall on guitar... I said maybe...
771	Every morning, I find that somebody has quietly put a bunch of celery on my front door step. I think I'm being stalked.
770	A pirate walks into a bar with a steering wheel on his pants. The bartender says, "Hey, you've got a steering wheel on your pants." The pirate says, "Arrrr, I know. It's driving me nuts."
765	What type of hairstyle is popular with polar bears? Frosted tips.
762	What do you call a carnivorous weatherman? A meat-eater-ologist!
761	I don't often tell dad jokes But when I do he usually laughs
758	Every time we cross train tracks, I tell my kids... "Hey, a train just went by!" "How do you know daddy?" "Because its tracks are still here!"
757	What do they say in Paris, TX? Oui-haw!
757	What did the Spanish farmer tell his dad before moving to the city? Ciudad.
755	The ending of Game of Thrones makes sense, think about it. Arya went west, Jon went north, Drogon went east, and the show went south. Thank you and goodnight
754	What does a clock do when it's hungry? It goes back four seconds.
750	I went to the store to get eight cans of sprite... But when I got back home I realized I had only picked seven up
750	What's it called when you take a call while on the toilet Voice over IP
749	My wife insisted on pouring flour into the melted butter. I told her she would roux the day.
749	Why did the Mexican take Xanax? For Hispanic attacks.
746	My sexual fantasies have slowly been getting more perverse... It wasn't until i spanked a statue that i realised i had hit rock bottom.
746	I started getting death threats after wearing paper towels for a hat... Apparently there's a Bounty on my head
745	Why don't you breed an eel with an eagle? It's Eeleagle
745	Are you new? I do Hockey commentary and someone I hadn't met before was sitting in the commentator's booth so I asked if he was new. He replied, "I'm 38. I'm not that new."
744	Russian Tortoise I am a proud father. Wife: Your teacher has a Russian Tortoise. 6-year old son: Why is called Russian when it goes so slow.
743	When I heard that Oxygen and Magnesium were dating, I was like OMg
743	Son: Mom, what is a swordfish? Mom: you've never seen a swordfish? Dad: Don't be silly, swords can't fish! (Overheard at a restaurant by a very proud of himself Dad)
743	I turned 31 today. I guess you could say I've hit my prime.
742	My cows started smoking marijuana. The steaks have never been higher.
741	I saw my ex-girlfriend standing on the other side of the museum, but I didn't go and say hi. There was just too much history between us.
741	What kind of key opens no doors? A Turkey
740	I just watched a video of a drill. It was a bit boring.
738	"I feel like such a failure, doc. All my 5 boys want to be valets when they grow up." Doctor: WOW! That's the worst case of parking son's disease I've ever seen.
737	What do you call a fish without an eye? Fsh.
737	Why was the person with insomnia taken into custody? They were resisting a rest.
736	What's Forrest Gump's computer password? 1forrest1
736	You know what the best part about Switzerland is? Well the flag's a big plus.
736	I finally cut ties with someone who was dragging me down Mountain climbing with a friend was hard
736	What is Whitney Houston's favorite type of coordination? HAND EEEEEEEEYE!
736	They're finally making a movie called "Clocks"... It's about time...
735	First day home and he's at it already Mum: Did you get the train back on your own? Dad: No I'm sure there were other people on it.
734	I can always tell if someone is lying just by looking at them. I can also tell if they're standing up.
734	How much does a dragon weigh? Depends on the scales.
732	I couldn't decide which asian food I wanted more, Japanese or Chinese so... I just called it a Thai
732	Did you know people used to use spices as currency? It's like the old saying goes: thyme is money.
731	Imagine the Titanic with a lisp. It's unthinkable.
731	A weasel walks into a bar. The bartender says, "Wow, I've never served a weasel before. What can i get you?" "Pop" Goes the weasel
729	Dad: Son, I'll never forget where I was when I heard the news that JFK was shot. It was my sixth grade American history class.
728	I tried to organize a Hide and Seek tournament, but I eventually gave up. Good players are hard to find.
728	Today I had someone knock on my door asking for small donations towards the local swimming pool. I gave him a glass of water
728	Just happened. An awkward silence followed until it finally clicked. Friend: *watching TV show called Sunday* "I wonder when Sunday ends." Me: "11:59 I think."
727	Did you hear the dadjoke about the peaches? It was pittiful.
726	My wife was abducted by a gang of mimes. They did unspeakable things to her.
726	7 YO daughter got me with this one today. What animal is best at closing holes? Seal EDIT: Both Mum and I groaned, but I told her I was incredibly proud of her.
722	I have sycic powers. For example, a second ago, you thought, "The dude doesn't know how to spell psychic."
720	What do you call a cake baked by a hooker? Hoemade
717	My Dad just said this one in the drive-thru not 2 minutes ago First Window staffer, who takes the payment: "Hi, it's $7.30 (said like 'seven-thirty') My Father: "No it's not, it's only 1 o' clock"
717	Milk is also the fastest liquid on earth; It's pasteurized before you even see it.
716	I dig, You dig, He digs, She digs, We dig, They dig. Its not a long poem but its very deep
716	To the thief who stole my pillow,know this. I will not rest until i find you.
716	Dad pulls up to a red light, Car next to him revs the engine and yells "race?" Dad responds "Hispanic!"
711	A slice of apple pie in Jamaica is $2.00 and a slice in the Bahamas is $2.50. These are the pie rates of the Caribbean.
710	As I suspected, someone's been adding soil in my yard The plot thickens.
708	I went to renew PlayStation Now but accidentally got Xbox Live Gold. Any advice? Whoops, wrong sub.
708	What do you call a waving pepper? A Hola-peno
707	Scientists got bored after watching the Earth turn after 24 hours So they called it a day
706	A couple were arguing over which of them gets to finish preparing their son's chocolate cake... It was a custardy battle.
703	I picked up an electric bug zapper racket the other day. All you bad bugs beware... ...I just joined the SWAT team.
703	You were late for the meeting, you have to put money in the late jar. I would, but it hasn't shown up yet. Based on an actual exchange between myself and a coworker.
702	What's red and smells like blue paint? Red paint
701	Dad? Where are we going? Forward.
700	Dad joked the waitress Waitress is taking our order. Dad: I'd like a rubber band sandwich. And make it snappy.
696	My daughter thinks I don't give her enough privacy. Atleast that's what she said in her diary.
696	My friend was really proud of his British heritage until he found out that his great grandfather was from Transylvania. Now he can't even look at himself in the mirror.
695	6.30 is the best time on a clock. Hands down.
693	Why does the Norwegian navy have barcodes on their ships? So when they come back to port they can Scandinavian.
691	What did the nut say when it was chasing the other nut? I'm a cashew.
691	Why do ants never fall sick? Because they have little anty-bodies.
688	What do you call a man with no nose and no body...? Nobody nose
688	What would you call Spider-Man if he was a valet? Peter Parker.
687	Why does a mermaid wear seashells? Because she outgrew her b-shells.
687	The other day I bought a thesaurus, but when I got home and opened it, all the pages were blank I have no words to describe how angry I am
687	What do you call the shortest mother? The minimum
685	My wife told me her period had been going on several days longer than it usually does. I said... Sounds more like an ellipsis...
685	Yo Momma is so mean.... She has no standard deviation.
685	I got my own private jet The rest of the jacuzzi belongs to my wife.
